Poshmark Inventory Report for @jenwm5
Inventory as of 05/19/2020
Notes:
** Only listings that are available are shown on this file.
** The balance amount on this page should not be used for accounting purposes. Please refer to the 'My Balance' page to find the amount that can be used/spent/withdrawn.
""
Listing Date,Number of Days Listed,SKU,Listing Title,Department,Category,Subcategory,Brand,Color,Size,NWT,Likes,Cost Price,Lowest Listed Price,Current Listing Price,Other Info
02/13/2020,96,"",Jack spade green golf shirt/ L,Men,Shirts,Polos,Jack Spade,Green,L,N,2,"",$19.00,$25.00,""
02/13/2020,96,"",Andre Assous black sandals/ 7,Women,Shoes,Sandals,Andre Assous,"Black, Tan",7,N,4,"",$16.00,$23.00,""
02/13/2020,96,"",Karl Lagerfeld gray cropped pants/ 8,Women,Pants,Capris,Karl Lagerfeld,Gray,8,N,2,"",$29.00,$29.00,""
02/13/2020,96,"",DL1961 charcoal hawke skinny/ 16,Kids,Bottoms,"","",Gray,16B,Y,1,"",$20.00,$20.00,""
02/13/2020,96,"",Madewell eyelet orange red dress/ 0,Women,Dresses,Mini,Madewell,"Orange, Red",0,N,2,"",$21.00,$21.00,""
02/14/2020,95,"","Burton red plaid ""white collection"" snowboard coat",Men,Jackets & Coats,Ski & Snowboard,Burton,"Red, Black",S,N,5,"",$57.00,$90.00,""
02/14/2020,95,"",Madewell silk cold shoulder black blouse/ XS,Women,Tops,Blouses,Madewell,Black,XS,N,0,"",$23.00,$23.00,""
02/14/2020,95,"",Adrianna papell,Women,Tops,Blouses,Adrianna Papell,"White, Black",M,Y,3,"",$29.00,$29.00,""
02/14/2020,95,"",Coco + Jaimeson boho peach dress/ s,Women,Dresses,Mini,coco + jimeson,Orange,S,N,1,"",$20.00,$20.00,""
02/14/2020,95,"",Meghan LA blue floral sleeveless minidress/ L,Women,Dresses,Mini,Meghan LA,"Blue, Cream",L,N,4,"",$31.00,$31.00,""
02/15/2020,94,"",Gypsy 05 silk tie dye strapless maxi dress/ S,Women,Dresses,Maxi,Gypsy 05,"Tan, Blue",S,N,11,"",$31.00,$31.00,""
02/15/2020,94,"",Badgley mishka gold/black silk blend halter dress,Women,Dresses,"",Badgley Mischka,"Gold, Black",4,N,2,"",$40.00,$40.00,""
02/15/2020,94,"",Free people striped maverick faux wrap dress/ XS,Women,Dresses,Mini,Free People,"Black, White",XS,N,2,"",$19.00,$19.00,""
02/15/2020,94,"",Mountain hardwear fuzzy blue black full zip jacket,Women,Jackets & Coats,"",Mountain Hardwear,"Blue, Black",S,N,2,"",$14.00,$16.00,""
02/15/2020,94,"",Nicole Miller blue tie dye dress/S,Women,Dresses,Midi,Nicole Miller,Blue,S,N,1,"",$25.00,$25.00,""
02/15/2020,94,"",Altar’d State black & gold shift/ S,Women,Dresses,"",Altar'd State,"Black, Gold",XS,Y,2,"",$31.00,$31.00,""
02/16/2020,93,"",Free people magic mystery tunic/ dress/ s,Women,Dresses,Mini,Free People,"Purple, Blue",S,N,5,"",$32.00,$42.00,""
02/16/2020,93,"",Free people loose knit crop sweater orange pop/ S,Women,Sweaters,"",Free People,"Orange, Tan",S,N,2,"",$27.00,$27.00,""
02/16/2020,93,"",Free people tan cream loose knit cable/ s,Women,Sweaters,Crew & Scoop Necks,Free People,"Tan, Cream",S,N,5,"",$24.00,$24.00,""
02/16/2020,93,"",Romeo & Juliette couture pink blue white jumpsuit,Women,Pants,Jumpsuits & Rompers,Romeo & Juliet Couture,"Pink, Blue",M,N,4,"",$32.00,$40.00,""
02/16/2020,93,"",Elie Tahari black gold sarissa silk dress,Women,Dresses,"",Elie Tahari,"Black, Gold",6,Y,1,"",$60.00,$60.00,""
02/16/2020,93,"",Free people blue brown stripe open back top/ S,Women,Tops,"",Free People,"Blue, Brown",S,N,0,"",$30.00,$30.00,""
02/16/2020,93,"",Gimmicks boho lace trimmed tunic/S,Women,Tops,Tunics,gimmicks by BKE,"Cream, Orange",S,N,1,"",$16.00,$16.00,""
02/16/2020,93,"",Topshop black white yellow chevron mini dress/ 2,Women,Dresses,Mini,Topshop,"Black, Yellow",2,N,1,"",$18.00,$18.00,""
02/17/2020,92,"",Dunhill brown down parka coat jacket/ XL,Men,Jackets & Coats,"",Dunhill,Brown,XL,N,0,"",$225.00,$299.00,""
02/17/2020,92,"",Free people black off shoulder w/ white embroidery,Women,Tops,"",Free People,"Black, White",S,N,1,"",$22.00,$22.00,""
02/17/2020,92,"",Tracy negoshian red black bell sleeve dress/ S,Women,Dresses,"",Tracy Negoshian,"Red, Black",S,N,0,"",$27.00,$27.00,""
02/17/2020,92,"",Tracy negoshian dress red black large houndstooth,Women,Dresses,"",Tracy Negoshian,"Red, Black",XS,N,0,"",$28.00,$28.00,""
02/17/2020,92,"",Dorfman pacific bucket safari fedora hat/ small,Men,Accessories,Hats,Dorfman Pacific,Tan,Small,N,4,"",$16.00,$25.00,""
02/22/2020,87,"",Hart Schaffner Marx white w deco dress shirt/ XLT,Men,Shirts,Dress Shirts,Hart Schaffner Marx,"White, Blue",XL,N,1,"",$22.00,$22.00,""
02/25/2020,84,"",Turbine black snow/ ski/ boardwear pants/ S,Men,Pants,"",Turbine,Black,S,N,0,"",$30.00,$30.00,""
02/27/2020,82,"",Ann Taylor faux wrap dress/0,Women,Dresses,Midi,Ann Taylor,Gray,0,N,2,"",$21.00,$21.00,""
02/28/2020,81,"",African wood carved mask with birds,Home,Wall Art,"","","Brown, Red",20.5” x 12”,N,7,"",$30.00,$55.00,""
02/28/2020,81,"",Lululemon exquisite crop/ black/ 2,Women,Pants,Leggings,lululemon athletica,Black,2,N,10,"",$40.00,$50.00,""
02/29/2020,80,"",Marc Jacobs ivory purse 10x5”,Women,Bags,Shoulder Bags,Marc Jacobs,Cream,10x5”,N,5,"",$51.00,$51.00,""
02/29/2020,80,"",Frye Women's Paige Tall Riding/ 7,Women,Shoes,"",Frye,Brown,7,N,4,"",$64.00,$64.00,""
03/01/2020,79,"",Bornfly jeans w/ “BORNFLY” patches down leg/40x33,Men,Jeans,Straight,bornfly,Blue,40,N,1,"",$36.00,$36.00,""
03/01/2020,79,"",Adidas golf orange 1/2 zip NWT/ L,Men,Shirts,Sweatshirts & Hoodies,adidas,Orange,L,Y,4,"",$28.00,$28.00,""
03/01/2020,79,"",Adidas climawarm navy 1/2 zip brushed fleece/L,Men,Shirts,Sweatshirts & Hoodies,adidas,Blue,L,Y,0,"",$32.00,$32.00,""
03/01/2020,79,"",Timberland tall zip up brown boots earthkeepers/ 6,Women,Shoes,"",Timberland,Brown,6,N,8,"",$27.00,$38.00,""
03/01/2020,79,"",Talbots green polar bear sweater/ XS,Women,Sweaters,Crew & Scoop Necks,Talbots,"Green, White",XS,N,2,"",$22.00,$22.00,""
03/01/2020,79,"",J crew broken in khakis/ 36x32,Men,Pants,Chinos & Khakis,J. Crew,Tan,36,N,2,"",$16.00,$16.00,""
03/01/2020,79,"",Columbia black Maxtrail omnishield pants/ M,Women,Pants,"",Columbia,Black,M,N,5,"",$27.00,$27.00,""
03/01/2020,79,"",Columbia light blue PFG long sleeve/XS,Women,Tops,Button Down Shirts,Columbia,Blue,XS,N,3,"",$19.00,$25.00,""
03/01/2020,79,"",Lilly Pulitzer Kelly Textured Skinny Pants/ 2,Women,Pants,Skinny,Lilly Pulitzer,White,2,N,4,"",$54.00,$65.00,""
03/03/2020,77,"",Ellesse Neige vintage lime green coat/ S,Women,Jackets & Coats,"",Ellesse,Green,S,N,2,"",$36.00,$36.00,""
03/03/2020,77,"",Fitflop tall superboot brown suede/7,Women,Shoes,"",Fitflop,Brown,7,N,4,"",$44.00,$44.00,""
03/03/2020,77,"",Free People natural jacket/ 4,Women,Jackets & Coats,"",Free People,Cream,4,N,6,"",$63.00,$72.00,""
03/03/2020,77,"",Tracy Negoshian green pink black dress/ S,Women,Dresses,"",Tracy Negoshian,"Pink, Green",S,N,0,"",$24.00,$24.00,""
03/03/2020,77,"",THML crushed velvet navy dress/S,Women,Dresses,"",THML,"Blue, Orange",S,Y,1,"",$24.00,$24.00,""
03/03/2020,77,"",MAGIC boho black embroidered lined skirt/ S,Women,Skirts,Midi,Magic,"Black, Blue",S,N,0,"",$21.00,$21.00,""
03/03/2020,77,"",Vineyard Vines green button down/ 2,Women,Tops,Button Down Shirts,Vineyard Vines,Green,2,N,1,"",$22.00,$22.00,""
03/03/2020,77,"",Anthro elevenses jumpsuit abstract plaid/ XS,Women,Pants,Jumpsuits & Rompers,Anthropologie,"Black, Red",XS,N,3,"",$45.00,$45.00,""
03/03/2020,77,"",Bryn Walker dandelion wish top/ S,Women,Tops,"",bryn Walker,"Gray, Blue",S,N,3,"",$43.00,$43.00,""
03/03/2020,77,"",YFB black white full zip cowl neck moto/S,Women,Tops,Sweatshirts & Hoodies,Young Fabulous & Broke,"Black, White",S,N,13,"",$18.00,$33.00,""
03/03/2020,77,"",Free people sheer black fitted top/S,Women,Tops,"",Free People,Black,S,N,5,"",$17.00,$22.00,""
03/03/2020,77,"",French connection gray wool blend vneck sweater/S,Women,Sweaters,V-Necks,French Connection,Gray,S,N,4,"",$18.00,$21.00,""
03/03/2020,77,"",Erin London vibrant floral tunic/ M,Women,Tops,Tunics,erin london,"Yellow, Pink",M,N,1,"",$18.00,$28.00,""
03/03/2020,77,"",Trouve gray top with sheer strip down arms/S,Women,Tops,"",Trouve,Gray,S,N,1,"",$20.00,$20.00,""
03/03/2020,77,"",Madewell skyscape dress diamond floral/XXS,Women,Dresses,Mini,Madewell,"Blue, White",XXS,N,1,"",$18.00,$18.00,""
03/03/2020,77,"",Chaser boho blue tie dye lace up long sleeve/ S,Women,Tops,Blouses,Chaser,"Blue, White",S,N,1,"",$24.00,$28.00,""
03/03/2020,77,"",Top shop black bell sleeve top/ 6,Women,Tops,"",Topshop,Black,6,N,1,"",$14.00,$14.00,""
03/03/2020,77,"",Free People Beach beatnik coral tunic dress/ XS-S,Women,Tops,Tunics,Free People,Orange,S,N,3,"",$15.00,$22.00,""
03/03/2020,77,"",Anthro TINY Lore black w white embroidery top/ S,Women,Tops,"",Anthropologie,"Black, White",S,N,0,"",$28.00,$28.00,""
03/03/2020,77,"",Allen B tropical pattern purple green romper/XS,Women,Pants,Jumpsuits & Rompers,Allen B. By Allen Schwartz,"Purple, Green",XS,N,0,"",$15.00,$15.00,""
03/03/2020,77,"",Calypso St Barth green blue silk lined wrap dress,Women,Dresses,"",Calypso St. Barth,"Blue, Green",M,N,6,"",$24.00,$36.00,""
03/03/2020,77,"",Columbia omnishade green plaid button down/L,Men,Shirts,Casual Button Down Shirts,Columbia,"Green, Gray",L,N,0,"",$20.00,$20.00,""
03/03/2020,77,"",Rails blue white hunter plaid long sleeve/ L,Men,Shirts,Casual Button Down Shirts,Rails,"White, Blue",L,N,4,"",$28.00,$45.00,""
03/03/2020,77,"",La Martina Polo Players button down blue red/L,Men,Shirts,Casual Button Down Shirts,La Martina,"Blue, Red",L,N,0,"",$63.00,$63.00,""
03/03/2020,77,"",Royal Robbins plaid button down/ XL,Women,Tops,Button Down Shirts,Royal Robbins,"Black, Gray",XL,N,0,"",$23.00,$23.00,""
03/03/2020,77,"",7 Diamonds navy blue white plaid button down/XL,Men,Shirts,Casual Button Down Shirts,7 Diamonds,"Blue, White",XL,N,0,"",$40.00,$40.00,""
03/03/2020,77,"",Adidas turquoise black small duffle bag,Women,Bags,"",adidas,"Blue, Black",10x16”,N,10,"",$14.00,$22.00,""
03/03/2020,77,"",Brighton leather black brown purse,Women,Bags,Shoulder Bags,Brighton,"Black, Brown",7.75” x 12”,N,2,"",$36.00,$36.00,""
03/03/2020,77,"",Sherpani olive & black beta messenger laptop bag,Women,Bags,Laptop Bags,Sherpani,"Green, Black",16”x13”,N,4,"",$18.00,$26.00,""
03/23/2020,57,"",Nike Air Force 1 LV8 Black/Metallic Bronze/8.5,Men,Shoes,Sneakers,Nike,"Black, White",8.5,N,3,"",$27.00,$35.00,""
03/26/2020,54,"",Teva sandals gray pink blue/9,Women,Shoes,Sandals,"","Gray, Pink",9,N,0,"",$20.00,$20.00,""
03/28/2020,52,"",WCM woven green belt,Women,Accessories,Belts,WCM,"Green, Silver",Xs,N,0,"",$25.00,$25.00,""
03/28/2020,52,"",Al Beres leather belt with silver plated buckle/30,Men,Accessories,Belts,Al Beres,"Black, Silver",30,N,1,"",$50.00,$50.00,""
03/28/2020,52,"",Tulliani brown belt with silver buckle,Women,Accessories,Belts,Remo Tulliani,"Brown, Silver",S,N,0,"",$28.00,$28.00,""
03/28/2020,52,"",The Sak cream shoulder bag,Women,Bags,Shoulder Bags,The Sak,Cream,6x8”,N,1,"",$18.00,$18.00,""
03/28/2020,52,"",Koolaburra by ugg tan boots/ 3,Kids,Shoes,Boots,Koolaburra,"Tan, Cream",3BB,N,0,"",$29.00,$29.00,""
03/28/2020,52,"",Chance or fate gray “love” hooded top/ M,Women,Tops,Sweatshirts & Hoodies,Chance or Fate,Gray,M,N,1,"",$23.00,$23.00,""
03/28/2020,52,"",Free people Navy/royal blue striped top/ S,Women,Tops,Tees - Short Sleeve,Free People,Blue,S,N,0,"",$20.00,$20.00,""
03/28/2020,52,"",Miss me black silver gold embellished ss Shirt/ S,Women,Tops,Tees - Short Sleeve,Miss Me,"Black, Silver",S,N,4,"",$17.00,$17.00,""
03/28/2020,52,"",Anthro coral floreat flower tank top/ 2,Women,Tops,Tank Tops,Anthropologie,Orange,2,N,4,"",$22.00,$22.00,""
03/28/2020,52,"",True craft “Drink local” blue ss t/ med,Men,Shirts,Tees - Short Sleeve,True Craft,"Blue, White",M,N,1,"",$13.00,$17.00,""
03/28/2020,52,"",Tolani chevron silk blouse/XS,Women,Tops,Blouses,Tolani,"Blue, Pink",XS,N,0,"",$40.00,$40.00,""
03/28/2020,52,"",Free People red 2 pc wrap shorts suit/ S,Women,Shorts,"",Free People,Red,S,N,2,"",$50.00,$50.00,""
03/28/2020,52,"",Club Monaco lightweight cashmere short sleeve top,Women,Tops,"",Club Monaco,Tan,S,N,2,"",$29.00,$42.00,""
03/28/2020,52,"",Pure handknit green tunic/ s,Women,Tops,Tunics,PURE handknit,Green,S,N,0,"",$35.00,$35.00,""
03/30/2020,50,"",Sam Edelman wedge/ 8.5,Women,Shoes,Wedges,Sam Edelman,"Brown, Cream",8,N,1,"",$23.00,$23.00,""
03/30/2020,50,"",Sanctuary white embroidered tunic/ XS,Women,Tops,Tunics,Sanctuary,"White, Pink",XS,N,0,"",$19.00,$19.00,""
03/30/2020,50,"",LuLaRoe black white Nicole dress/ XS,Women,Dresses,Midi,LuLaRoe,"Black, White",XS,N,0,"",$25.00,$25.00,""
03/30/2020,50,"",Ugg brown side buckle boots/ 8,Women,Shoes,"",UGG,"Tan, Cream",8,N,1,"",$40.00,$40.00,""
03/30/2020,50,"",Artesanias LARA hecho en Mexico flower sandals/5,Women,Shoes,Sandals,Artesanias LARA,"Brown, White",5,N,1,"",$16.00,$16.00,""
03/30/2020,50,"",Brazilian tan leather heeled clogs by TH/6,Women,Shoes,Mules & Clogs,TH,Tan,6,N,0,"",$26.00,$26.00,""
03/31/2020,49,"",Volatile brown platform flip flop/ 7,Women,Shoes,Platforms,Volatile,Brown,7,N,5,"",$27.00,$27.00,""
03/31/2020,49,"",MBT Swiss Brown Kisumu rocker sandals/ 9,Women,Shoes,Sandals,MBT,"Brown, Black",9,N,2,"",$38.00,$38.00,""
03/31/2020,49,"",Minnetonka suede beaded  lace up short boots/ 8,Women,Shoes,Lace Up Boots,Minnetonka,"Tan, Brown",8,N,9,"",$32.00,$53.00,""
03/31/2020,49,"",Corkys Boutique Lincoln textile platform sandal/7,Women,Shoes,Platforms,Corkys,"Tan, Gold",7,N,1,"",$37.00,$37.00,""
03/31/2020,49,"",Chaco pink gray sandals/ 3,Kids,Shoes,Sandals & Flip Flops,Chaco,"Pink, Gray",3G,N,8,"",$27.00,$33.00,""
03/31/2020,49,"",Nike lil penny pink gray flight posite sneakers/ 9,Men,Shoes,Athletic Shoes,Nike,"Pink, Gray",9,N,1,"",$62.00,$62.00,""
04/01/2020,48,"",Alegria Karmen 2strap sandal gold glitz/ 8,Women,Shoes,Sandals,Alegria,"Gold, Black",8,N,0,"",$35.00,$35.00,""
04/01/2020,48,"",Alegria black Lilia 3 strap sandal/ 6,Women,Shoes,Sandals,Alegria,Black,6,N,0,"",$40.00,$40.00,""
04/02/2020,47,"",Sanuk black canvas boat shoe/ 5,Women,Shoes,Flats & Loafers,Sanuk,"Black, White",5,N,2,"",$22.00,$25.00,""
04/02/2020,47,"",Dansko Naomi leather & linen platform sandal/9,Women,Shoes,Sandals,Dansko,"Cream, Tan",10,N,1,"",$40.00,$40.00,""
04/02/2020,47,"",Converse white hi-tops/ 9,Women,Shoes,Sneakers,Converse,White,9,N,11,"",$18.00,$28.00,""
04/02/2020,47,"",Ecco black sandals/ 10,Women,Shoes,Sandals,Ecco,Black,11,N,0,"",$29.00,$29.00,""
04/02/2020,47,"",Hickok black belt/ Mariah cowhide belt 7681/ 32,Women,Accessories,Belts,hickok,"Black, Gold",32,N,0,"",$20.00,$20.00,""
04/02/2020,47,"",Jack Rogers Carter camo sneakers w gold lacing/7.5,Women,Shoes,Sneakers,Jack Rogers,"Green, Brown",7.5,N,3,"",$28.00,$36.00,""
04/02/2020,47,"",adidas blue Men's X_PLR Sneakers/ 10,Men,Shoes,Sneakers,adidas,Blue,10,N,1,"",$36.00,$36.00,""
04/03/2020,46,"",Kate Spade white & sequin MEOW lizbeth sneakers/ 7,Women,Shoes,Sneakers,kate spade,"White, Red",7,N,9,"",$60.00,$70.00,""
04/03/2020,46,"",Camper black Mary Janes/ 8,Women,Shoes,Flats & Loafers,Camper,Black,8,N,1,"",$30.00,$30.00,""
04/03/2020,46,"",Vineyard vines pink chinos/ 32x28,Men,Pants,Chinos & Khakis,Vineyard Vines,Pink,32,N,1,"",$30.00,$30.00,""
04/05/2020,44,"",Coach black belt/ 32”,Women,Accessories,Belts,Coach,"Black, Gold",32”,N,5,"",$31.00,$31.00,""
04/05/2020,44,"",Benetton floral dress/ S,Women,Dresses,Midi,United Colors Of Benetton,"Black, White",S,N,2,"",$23.00,$23.00,""
04/05/2020,44,"",Lilly Pulitzer Coco shift dress/ Island Coral/ M,Women,Dresses,Mini,Lilly Pulitzer,Orange,M,N,3,"",$45.00,$45.00,""
04/05/2020,44,"",Lilly Pulitzer Coco shift dress/ indigo/ M,Women,Dresses,Mini,Lilly Pulitzer,Blue,M,N,4,"",$45.00,$45.00,""
04/05/2020,44,"",Anthropologie Maeve Navy skirt/ M,Women,Skirts,Midi,Anthropologie,Blue,M,N,3,"",$26.00,$26.00,""
04/13/2020,36,"",(2) Jeweled cross Vintage Bottles Soldered Deco,Home,Accents,Decor,"","Yellow, Green",OS,N,2,"",$45.00,$75.00,""
04/13/2020,36,"",Sherpani Cali tote- olive,Women,Bags,Totes,Sherpani,"Green, Tan",10x8.5”,Y,0,"",$25.00,$25.00,""
04/13/2020,36,"",Naot Papaki sandals teal & tan/ 9 (40),Women,Shoes,Sandals,Naot,"Green, Tan",9,N,2,"",$67.00,$67.00,""
04/13/2020,36,"",Fossil patchwork leather purse,Women,Bags,Shoulder Bags,Fossil,"Brown, Red",OS,N,1,"",$23.00,$29.00,""
04/13/2020,36,"",Patagonia blue messenger bag,Men,Bags,Messenger Bags,Patagonia,Blue,OS,N,7,"",$40.00,$48.00,""
04/13/2020,36,"",Travelon black packable suitcase saddle,Women,Bags,Travel Bags,Travelon,Black,15.5 x 17”,N,4,"",$30.00,$30.00,""
04/13/2020,36,"",Wamsutta pair white embroidered flower valances,Home,Accents,Curtains & Drapes,Wamsutta,"White, Pink",50x16”,N,6,"",$24.00,$28.00,""
04/14/2020,35,"",Merrell lilyfern bracken brown slides/ 10,Women,Shoes,Sandals,Merrell,Brown,10,N,1,"",$33.00,$33.00,""
04/14/2020,35,"",Buckhead Betties tennis racket backpack sling,Women,Bags,"",buckhead betties,"Green, Pink",OS,N,2,"",$25.00,$25.00,""
04/15/2020,34,"",Hammered Metal Harpist 11.25” Figurine Statuette,Home,Accents,Decor,Pier 1,"Brown, Black",11.25”,N,6,"",$54.00,$75.00,""
04/17/2020,32,"",Alf’s Jeans distressed holey jeans/ 34,Men,Jeans,Straight,Alf’s Jeans,Blue,34,N,0,"",$40.00,$40.00,""
04/17/2020,32,"",Prana Torres short sleeve button organic cotton/XL,Men,Shirts,"",Prana,"Tan, Orange",XL,N,0,"",$26.00,$26.00,""
04/17/2020,32,"",Grace elements chic silk skirt with tulle hem/4,Women,Skirts,Midi,Grace Elements,"White, Pink",4,N,0,"",$29.00,$29.00,""
04/17/2020,32,"",The North Face brown plaid modal button down/ L,Men,Shirts,Casual Button Down Shirts,The North Face,"Brown, Black",L,N,1,"",$30.00,$30.00,""
04/17/2020,32,"",Athleta white airy essence short sleeve/ ST,Women,Tops,Tees - Short Sleeve,Athleta,White,Small Tall,N,4,"",$27.00,$27.00,""
04/17/2020,32,"",Free people floral sheer flowy top lace trim/ XS,Women,Tops,Blouses,Free People,"Cream, Orange",XS,N,0,"",$30.00,$30.00,""
04/17/2020,32,"",Anthro feather bone white dress w crocheted accent,Women,Dresses,Mini,Anthropologie,"White, Cream",S,N,3,"",$30.00,$30.00,""
04/17/2020,32,"",Proenza Schouler target pink purple sundress/ Xs,Women,Dresses,Midi,Proenza Schouler for Target,"Pink, Purple",XS,N,2,"",$23.00,$23.00,""
04/17/2020,32,"",Title nine brushed reflective vest/ S,Women,Jackets & Coats,Vests,Title nine,"Blue, Black",S,N,3,"",$23.00,$26.00,""
04/17/2020,32,"",Sawyer of Napa brown suede lined jacket coat/46,Men,Jackets & Coats,"",Sawyer of Napa,"Brown, Cream",46,N,0,"",$185.00,$185.00,""
04/17/2020,32,"",Cat short sleeve tshirt/ black/ M,Women,Tops,Tees - Short Sleeve,"","Black, White",M,N,0,"",$19.00,$19.00,""
04/17/2020,32,"",Anthro Marrakech olive Sudan convertible pants/27,Women,Pants,"",Anthropologie,Green,27,N,3,"",$50.00,$50.00,""
04/17/2020,32,"",Lulus black & white gingham tube top/S,Women,Tops,"",Lulu's,"Black, White",S,Y,7,"",$20.00,$23.00,""
04/17/2020,32,"",Charming Charlie natural cowl neck wrap top/ S,Women,Tops,"",Charming Charlie,Cream,S,N,0,"",$20.00,$20.00,""
04/17/2020,32,"",MLM Label white v neck bell sleeve blouse/ S,Women,Tops,Blouses,MLM,White,S,N,0,"",$45.00,$45.00,""
04/17/2020,32,"",The north face stowable tan hiking pants/0,Women,Pants,"",The North Face,Tan,0,N,3,"",$27.00,$27.00,""
04/17/2020,32,"",Anthro postage stamp flower strip skirt/ 0,Women,Skirts,Midi,Anthropologie,"Blue, White",0,N,1,"",$25.00,$25.00,""
04/17/2020,32,"",Patagonia camel cargo capri pants/ 4,Women,Pants,Capris,Patagonia,"Brown, Tan",4,N,3,"",$26.00,$29.00,""
04/17/2020,32,"",UNTUCKit black slim fit cotton button down/ L,Men,Shirts,Casual Button Down Shirts,UNTUCKit,Black,L,N,8,"",$36.00,$36.00,""
04/18/2020,31,"",Plush stuffed Olaf 25” Frozen Snowman Disney,Kids,Other,"",Disney,White,25”,N,0,"",$19.00,$19.00,""
04/18/2020,31,"",(5) Beanie Baby & teenie baby Dogs,Kids,Other,"",TY Original Wear,"",Stuffed Animal,Y,0,"",$22.00,$22.00,""
04/18/2020,31,"",Beanie Baby Slayer Dragon & Swoop Dinosaur Duo,Kids,Other,"",TY Original Wear,"",Stuffed Animal,Y,0,"",$15.00,$15.00,""
04/18/2020,31,"",(5) Farm Yard Beanie Babies bundle lot,Kids,Other,"",TY Original Wear,"",Stuffed Animal,Y,0,"",$20.00,$25.00,""
04/18/2020,31,"",(8) Woodland Beanie & teenie Babies Collection,Kids,Other,"",TY Original Wear,"",Stuffed Animal,Y,4,"",$26.00,$40.00,""
04/18/2020,31,"",(2)Fortune Beanie Babies&Beanie Buddy Peking Panda,Kids,Other,"",TY Original Wear,"",Stuffed Animal,Y,0,"",$21.00,$21.00,""
04/18/2020,31,"",4 Beanie Baby Graduation Owls,Kids,Other,"",TY Original Wear,"",Stuffed Animal,Y,0,"",$18.00,$18.00,""
04/18/2020,31,"",(8)Ty Beanie Baby Dogs From 1996 Retired W Tags,Kids,Other,"",TY Original Wear,"",Stuffed Animal,Y,0,"",$29.00,$40.00,""
04/18/2020,31,"",8 Rare Retired Beanie Baby Bears,Kids,Other,"",TY Original Wear,"",Stuffed Animal,Y,0,"",$40.00,$40.00,""
04/18/2020,31,"",8 Patriotic Flag Red White Blue Beanie Babies,Kids,Other,"",TY Original Wear,"Red, Blue",One size,Y,0,"",$26.00,$40.00,""
04/20/2020,29,"",Ty Beanie Baby Milenium & Beanie Buddy Milennium,Kids,Other,"",Ty,Purple,Stuffed Animal,Y,0,"",$30.00,$30.00,""
04/20/2020,29,"","(5) Beanie Babies: (3) Iguanas, Chameleon, &Lizard",Kids,Other,"",TY Original Wear,"",Stuffed Animal,Y,0,"",$20.00,$25.00,""
04/20/2020,29,"",9 Retired Beanie Baby Bears,Kids,Other,"",TY Original Wear,"",Stuffed Animals,Y,0,"",$25.00,$40.00,""
04/20/2020,29,"",Princess Diana Ty Beanie Baby 1997,Kids,Other,"",Ty,Purple,Stuffed Animal,Y,0,"",$15.00,$15.00,""
04/20/2020,29,"",TY Beanie Baby HOPE Prayer Praying Bear,Kids,Other,"",Ty,Tan,Stuffed Animal,Y,0,"",$15.00,$15.00,""
04/20/2020,29,"",Wild Animals (12) Beanie Babies & (4)Teenie Beanie,Kids,Other,"",TY Original Wear,"",Stuffed Animals,Y,0,"",$25.00,$45.00,""
04/20/2020,29,"",13 Beanie Baby &Teenie Beanies - Crawl Hop And Fly,Kids,Other,"",TY Original Wear,"",Stuffed Animals,Y,0,"",$45.00,$45.00,""
04/20/2020,29,"","Beanie, teenie & buddy Baby Bunnies, Kolala, Bear",Kids,Other,"",Ty,"",Stuffed Animal,Y,1,"",$18.00,$18.00,""
04/20/2020,29,"",Beanie Babies Baby Halo & Halo II Angel Bears,Kids,Other,"",Ty,White,Stuffed animals,Y,1,"",$10.00,$10.00,""
04/20/2020,29,"",Beanie Babies Winter Friends Snowgirl & teddy.,Kids,Other,"",Ty,"",Stuffed animals,Y,0,"",$10.00,$10.00,""
04/26/2020,23,"",Fossil canvas striped crossbody purse,Women,Bags,Crossbody Bags,Fossil,"Red, Yellow",OS,N,6,"",$25.00,$25.00,""
04/30/2020,19,"",Skechers Navy Relaxed fit reggae fest enjoy NIB/ 7,Women,Shoes,Flats & Loafers,Skechers,Blue,7,Y,2,"",$55.00,$55.00,""
04/30/2020,19,"",Everest red hiking crossbody,Women,Bags,Crossbody Bags,Everest,"Red, Black",OS,N,2,"",$15.00,$15.00,""
05/01/2020,18,"",Starbucks tall 16 oz 2014 mug green dot,Home,Dining,Drinkware,Starbucks,"White, Green",16 oz,N,2,"",$20.00,$20.00,""
05/01/2020,18,"",Dragon Pottery Challice Wine Glass,Home,Dining,Drinkware,"","Green, Red",OS,N,1,"",$30.00,$30.00,""
05/01/2020,18,"",Basketball Mug Cup Pottery Ceramic Line Drawing,Home,Dining,Drinkware,"","Cream, Black",OS,N,0,"",$40.00,$40.00,""
05/01/2020,18,"",Vintage BALDWIN BRASS Set of 8 Napkin Rings Dover,Home,Dining,"","",Gold,OS,N,0,"",$40.00,$40.00,""
05/01/2020,18,"",Southern Living Gail Pittman Sugar Bowl & Creamer,Home,Kitchen,Coffee & Tea Accessories,Southern Living At Home,Yellow,OS,N,2,"",$30.00,$30.00,""
05/01/2020,18,"",Set Of 3 Aarong Bangladesh Embroidered Art,Home,Accents,Decor,Aarong Bangladesh,"White, Black",OS,N,0,"",$90.00,$90.00,""
